ticker,rank,score,annualized_slope,r_squared,m1,m2,m3,m4,m5,m6,m7,m8,all_pass,close,sma50,sma150,sma200,dist_from_52w_high_pct,ret_5d,dist_from_10d_high,pullback,day_chg,mt_state,mt_spread_pct,mt_ema_fast,mt_ema_slow
GWW,121,14.06,37.4,0.376,True,True,True,True,True,True,True,True,True,1272.47,1133.67,1059.72,1038.54,-0.9,3.35,-0.9,False,-0.91,BULL,4.27,1155.01,1107.74
NVDA,122,13.36,44.52,0.3,True,True,True,True,True,True,True,True,True,225.32,193.07,188.27,185.96,-4.4,4.7,-4.4,False,-4.42,BULL,4.4,198.13,189.78
SPG,126,12.81,30.49,0.42,True,True,True,True,True,True,True,True,True,200.02,195.46,187.31,183.53,-3.6,-1.04,-2.7,True,-1.37,BULL,3.03,196.73,190.95
NTRS,127,12.63,40.91,0.3088,True,True,True,True,True,True,True,True,True,163.86,151.32,141.61,138.1,-4.6,2.15,-0.3,False,-0.27,BULL,5.13,153.54,146.04
MCHP,128,11.93,69.66,0.1712,True,True,True,True,True,True,True,True,True,93.85,77.24,70.22,68.74,-8.8,-5.29,-8.8,True,-3.29,BULL,8.68,81.7,75.18
C,129,11.91,40.44,0.2944,True,True,True,True,True,True,True,True,True,123.42,119.65,112.16,107.96,-6.8,-1.7,-4.4,True,-1.12,BULL,5.02,120.38,114.62
UNH,136,10.06,61.07,0.1648,True,True,True,True,True,True,True,True,True,393.85,320.23,320.14,317.37,-1.8,3.65,-1.8,False,-1.31,FRESH_BULL,3.19,335.64,325.28
BEN,140,9.03,45.57,0.1981,True,True,True,True,True,True,True,True,True,31.83,26.5,24.76,24.47,-1.6,2.51,-1.6,False,-1.61,BULL,6.08,27.5,25.92
PFG,144,8.55,28.52,0.2997,True,True,True,True,True,True,True,True,True,100.53,93.7,89.27,86.56,-1.0,0.03,-1.0,False,-0.24,BULL,4.04,95.37,91.67
AMZN,145,8.51,49.22,0.1728,True,True,True,True,True,True,True,True,True,264.14,236.71,230.55,229.42,-3.9,-3.13,-3.9,True,-1.15,BULL,4.15,244.14,234.42
GOOGL,149,7.56,43.84,0.1724,True,True,True,True,True,True,True,True,True,396.78,332.74,313.23,291.06,-1.5,-1.0,-1.5,True,-1.07,BULL,7.98,346.62,321.02
IBKR,155,5.96,35.44,0.1681,True,True,True,True,True,True,True,True,True,87.0,74.42,71.0,69.41,-1.4,3.06,-1.4,False,-1.45,BULL,5.61,76.7,72.63
GOOG,157,5.72,38.99,0.1467,True,True,True,True,True,True,True,True,True,393.32,330.78,312.94,291.01,-1.4,-0.94,-1.4,False,-0.97,BULL,7.71,344.68,320.0
SATS,163,3.76,27.29,0.1379,True,True,True,True,True,True,True,True,True,137.23,120.72,104.71,92.56,0.0,7.93,0.0,False,1.57,BULL,10.63,122.5,110.72
CVS,164,3.56,27.68,0.1287,True,True,True,True,True,True,True,True,True,95.89,78.53,77.9,75.92,-2.3,5.9,-2.3,False,-1.3,BULL,3.97,81.59,78.48
NXPI,179,2.13,36.27,0.0588,True,True,True,True,True,True,True,True,True,291.5,228.26,222.67,222.37,-4.7,-1.1,-4.7,True,-0.91,FRESH_BULL,5.98,245.44,231.59
MS,197,0.7,15.0,0.0467,True,True,True,True,True,True,True,True,True,192.51,175.89,172.48,166.53,-1.0,-0.3,-1.0,False,-1.04,BULL,3.99,180.58,173.65
CNC,204,0.46,23.73,0.0194,True,True,True,True,True,True,True,True,True,58.27,41.85,40.62,38.19,-6.0,4.13,-1.8,False,-0.73,FRESH_BULL,6.3,45.55,42.85
ROK,225,0.01,3.76,0.003,True,True,True,True,True,True,True,True,True,448.74,394.17,391.71,379.13,-2.3,-1.13,-2.3,True,-1.71,BULL,3.59,408.22,394.07
GS,251,-0.05,-5.02,0.0092,True,True,True,True,True,True,True,True,True,948.47,881.2,866.2,837.12,-2.3,1.28,-2.1,False,-2.11,BULL,3.44,901.74,871.73
MNST,265,-0.48,-10.17,0.047,True,True,True,True,True,True,True,True,True,87.09,76.61,76.04,73.04,0.0,0.93,0.0,False,1.48,BULL,3.23,79.55,77.06
EXPD,324,-5.68,-21.91,0.2592,True,True,True,True,True,True,True,True,True,155.45,146.64,145.73,139.33,-5.8,-0.79,-0.8,False,1.2,BULL,2.19,149.61,146.4
DLR,41,88.01,101.09,0.8706,True,True,True,True,True,False,True,False,False,188.51,188.35,171.7,170.49,-7.6,-3.48,-5.6,True,-2.25,BULL,4.5,187.32,179.26
ETR,43,82.27,97.1,0.8472,True,True,True,True,False,True,True,True,False,109.03,110.38,100.33,97.4,-7.1,-2.29,-7.1,False,-3.43,BULL,5.06,109.35,104.09
FFIV,44,80.71,103.72,0.7782,True,False,True,True,True,True,True,True,False,362.58,308.22,280.37,290.72,-0.6,2.42,-0.6,False,-0.55,BULL,5.26,312.89,297.27
ROST,48,71.19,83.81,0.8493,True,True,True,True,False,True,True,True,False,212.75,218.84,192.3,181.05,-7.1,-5.78,-7.1,False,-0.24,BULL,6.71,215.57,202.02
ETN,54,58.6,86.07,0.6809,True,True,True,True,True,False,True,False,False,399.44,386.35,362.69,361.79,-7.5,-0.52,-5.2,False,-2.12,BULL,4.15,389.22,373.71
BKR,56,56.8,92.91,0.6114,True,True,True,True,True,True,True,False,False,64.12,62.34,54.85,52.47,-7.7,0.36,-6.8,False,-0.76,BULL,7.2,62.33,58.15
GRMN,62,47.08,87.52,0.5379,False,False,True,True,False,False,True,True,False,225.75,244.73,224.23,227.02,-15.6,-5.97,-7.0,False,-3.7,BULL,3.01,238.88,231.89
JCI,64,45.07,82.0,0.5496,True,True,True,True,True,True,True,False,False,143.08,137.75,126.22,121.32,-2.0,2.55,-1.3,False,-1.34,BULL,5.31,137.68,130.73
APD,65,43.79,54.88,0.798,True,False,True,True,True,False,True,False,False,295.38,292.74,269.38,271.98,-3.5,-0.01,-3.5,False,-1.5,BULL,2.99,290.11,281.68
BG,70,39.94,65.61,0.6087,True,True,True,True,False,True,True,False,False,122.45,124.53,108.93,101.91,-6.1,-1.99,-6.1,False,-0.58,BULL,6.44,121.49,114.14
EBAY,71,38.78,77.03,0.5035,True,False,True,True,True,True,True,True,False,116.13,98.68,90.99,91.34,0.0,7.84,0.0,False,2.55,BULL,5.81,100.0,94.51
KIM,72,37.75,53.61,0.704,True,True,True,True,False,False,True,False,False,23.0,23.18,21.59,21.47,-4.9,-2.04,-3.4,False,-0.78,BULL,2.95,22.96,22.3
VRSN,73,36.83,77.02,0.4782,True,False,False,True,True,True,True,True,False,297.57,263.09,249.25,255.28,-1.8,3.25,0.0,False,1.58,BULL,3.33,266.23,257.64
LIN,74,36.68,50.59,0.725,True,False,True,True,True,True,True,True,False,506.11,497.11,458.51,461.42,-1.4,2.63,-1.4,False,-1.08,BULL,3.06,493.71,479.03
FDX,75,36.3,72.35,0.5017,True,True,True,True,True,True,True,False,False,375.78,369.48,321.34,297.92,-6.8,-0.74,-1.1,False,-1.11,BULL,7.6,369.46,343.38
TT,76,36.2,69.67,0.5196,True,True,True,True,True,False,True,False,False,466.6,452.26,428.78,426.09,-5.3,0.09,-4.4,False,-3.13,BULL,3.38,455.55,440.64
MRNA,77,35.35,98.95,0.3572,True,True,True,True,False,True,True,True,False,49.04,51.35,40.07,36.57,-15.2,-9.77,-9.8,False,-1.98,BULL,9.7,49.12,44.78
AEP,78,35.07,53.56,0.6547,True,True,True,True,False,False,True,False,False,125.15,131.54,122.83,119.31,-8.1,-3.85,-8.0,False,-2.68,BULL,3.33,129.48,125.3
MO,80,34.26,56.7,0.6043,True,False,True,True,True,True,True,True,False,73.09,67.05,62.23,62.34,-2.0,7.3,-0.4,False,0.94,BULL,4.23,67.69,64.95
WAB,81,33.49,56.49,0.5928,True,True,True,True,True,True,True,False,False,263.9,256.2,232.86,222.74,-2.6,-0.68,-2.4,False,-2.05,BULL,5.33,256.39,243.41
FRT,82,32.68,44.44,0.7352,True,True,True,True,True,False,True,True,False,113.16,108.84,102.45,100.52,-3.1,-2.18,-3.1,True,-0.58,BULL,3.72,109.59,105.66
NEE,83,31.22,47.75,0.6537,True,True,True,True,True,True,True,False,False,93.36,93.09,87.25,83.62,-4.6,0.28,-3.0,False,-2.42,BULL,3.89,92.48,89.02
NI,84,30.94,41.55,0.7447,True,True,True,True,False,False,True,False,False,46.3,46.94,44.24,43.48,-4.1,-0.9,-3.9,False,-2.36,BULL,2.94,46.54,45.21
WELL,85,30.8,50.64,0.6082,True,True,True,True,True,True,True,False,False,213.74,207.05,195.73,188.44,-2.9,-0.07,-2.9,False,-1.84,BULL,4.02,206.94,198.94
PNW,86,30.09,44.94,0.6695,True,True,True,True,False,False,True,False,False,98.4,100.62,93.64,92.0,-5.0,-0.86,-3.4,False,-1.37,BULL,3.03,99.4,96.48
FTNT,88,29.63,82.07,0.3611,True,True,False,True,True,True,True,True,False,122.78,87.69,83.59,83.3,0.0,7.64,0.0,False,0.75,FRESH_BULL,5.31,92.56,87.9
LNT,90,28.28,39.38,0.718,True,True,True,True,False,False,True,False,False,70.9,71.57,68.17,67.13,-4.3,-1.2,-3.8,False,-2.14,BULL,2.55,71.11,69.35
EIX,94,27.47,60.57,0.4536,True,True,True,True,False,True,True,False,False,69.16,70.72,63.53,60.85,-8.8,0.3,-3.0,False,-2.22,BULL,4.47,69.34,66.37
MGM,95,26.87,43.79,0.6135,True,False,True,True,False,False,True,True,False,36.97,37.49,35.52,35.6,-8.8,-4.69,-4.7,False,0.43,BULL,2.22,37.38,36.57
REG,96,26.72,41.55,0.643,True,True,True,True,False,False,True,False,False,76.06,77.66,72.93,72.17,-6.2,-1.97,-3.8,False,-1.12,BULL,2.68,76.95,74.94
XOM,97,26.15,61.77,0.4234,True,True,True,True,True,True,True,False,False,157.92,154.96,135.45,128.92,-7.9,9.23,0.0,False,3.36,BULL,5.5,150.7,142.85
ATO,98,25.36,41.79,0.6068,True,True,True,True,False,False,True,False,False,176.48,185.3,176.44,173.22,-8.2,-2.43,-6.0,False,-2.43,BULL,2.22,182.33,178.38
CVX,99,25.02,56.64,0.4417,True,True,True,True,False,True,True,True,False,191.1,193.05,171.11,166.41,-9.5,5.22,-0.8,False,2.39,BULL,4.41,187.28,179.37
VTR,100,24.79,44.43,0.5579,True,True,True,True,True,True,True,False,False,87.45,85.03,79.94,76.74,-3.2,0.22,-3.2,False,-2.79,BULL,3.87,84.76,81.6
SBAC,101,24.24,64.42,0.3764,True,False,False,True,False,False,True,False,False,199.62,201.78,194.4,196.52,-15.1,-8.5,-8.7,False,-0.79,BULL,2.12,205.4,201.14
EVRG,104,21.1,35.36,0.5967,True,True,True,True,False,False,True,False,False,80.5,81.86,77.86,76.27,-4.6,-1.57,-3.5,False,-2.7,BULL,2.64,81.01,78.93
ANET,105,21.07,70.74,0.2979,True,False,True,True,False,True,True,False,False,141.97,146.18,139.06,139.26,-20.1,0.14,-17.8,False,-3.95,BULL,4.2,146.67,140.75
VZ,106,20.85,61.86,0.3371,True,True,True,True,False,False,True,False,False,46.37,48.01,43.42,42.92,-8.4,-1.8,-3.3,False,-1.47,BULL,3.27,46.94,45.45
ALB,108,19.47,54.62,0.3564,True,True,True,True,False,True,True,True,False,180.38,182.86,154.02,135.49,-16.3,-11.37,-14.1,False,-5.61,BULL,10.54,180.59,163.37
DDOG,109,19.33,93.5,0.2068,True,True,True,False,True,True,True,True,False,207.98,136.07,140.72,139.95,0.0,3.91,0.0,False,2.53,FRESH_BULL,5.7,148.08,140.1
LYV,110,19.21,40.05,0.4796,True,False,True,True,True,True,True,True,False,168.87,158.36,149.81,152.7,-3.0,3.42,-0.7,False,-0.66,BULL,2.45,157.92,154.14
CNP,111,18.44,35.93,0.5132,True,True,True,True,False,False,True,False,False,41.53,42.91,40.58,39.89,-5.9,-0.46,-4.6,False,-2.37,BULL,2.31,42.24,41.28
DTE,112,18.12,35.47,0.5108,True,True,True,True,False,False,True,False,False,139.78,146.01,138.58,137.79,-7.9,-0.58,-4.7,False,-2.8,BULL,1.84,143.7,141.1
AEE,113,18.12,32.04,0.5654,True,True,True,True,False,False,True,False,False,106.36,110.62,105.43,103.94,-7.0,-2.48,-5.4,False,-2.96,BULL,2.12,109.46,107.18
TPL,114,18.07,101.78,0.1776,True,True,True,True,False,True,False,False,False,385.17,458.12,380.06,361.33,-28.6,-2.29,-11.0,False,-0.86,BULL,4.16,426.06,409.05
ALL,115,17.53,29.85,0.5873,True,True,True,True,True,False,True,True,False,217.37,211.54,205.75,205.2,-1.1,1.98,-1.1,False,0.43,BULL,1.6,211.46,208.13
UNP,116,16.49,41.9,0.3936,True,True,True,True,True,False,True,False,False,270.56,252.75,240.08,235.38,-0.3,2.23,0.0,False,0.45,BULL,3.47,256.31,247.71
MAR,117,15.83,38.62,0.41,True,True,True,True,True,True,True,False,False,353.17,344.23,318.64,304.91,-6.7,-0.0,-1.6,False,-0.08,BULL,4.75,345.81,330.12
VTRS,120,14.63,55.0,0.266,True,True,True,True,True,True,True,False,False,16.48,14.47,12.92,12.14,-5.2,-4.02,-5.2,True,-4.52,BULL,8.07,14.78,13.68
NTAP,123,13.13,38.37,0.3423,True,False,True,False,True,False,True,True,False,119.93,105.37,106.8,108.55,-3.7,1.64,0.0,False,0.0,FRESH_BULL,1.52,108.42,106.79
WMT,124,13.13,29.0,0.4527,True,True,True,True,True,True,True,False,False,131.45,126.37,117.92,113.57,-1.4,0.78,-0.8,False,-0.76,BULL,4.32,127.04,121.78
PLD,125,13.1,29.86,0.4388,True,True,True,True,True,True,True,False,False,140.53,137.01,130.98,125.52,-3.1,-2.47,-2.5,True,-1.49,BULL,3.7,138.14,133.21
FTV,130,11.9,31.74,0.375,True,True,True,True,True,False,True,False,False,58.72,58.1,55.31,53.53,-5.3,-2.83,-3.6,True,-0.34,BULL,2.84,58.17,56.57
SRE,131,11.89,28.67,0.4148,False,True,True,True,False,False,True,False,False,90.43,94.52,91.33,89.1,-9.3,-1.2,-4.2,False,-2.62,BULL,1.73,93.13,91.55
SO,132,10.86,27.59,0.3936,True,False,True,True,False,False,True,False,False,92.55,95.3,91.79,91.83,-6.6,0.82,-3.6,False,-1.21,BULL,1.14,94.0,92.94
TSN,133,10.56,27.98,0.3774,True,True,True,True,True,True,True,False,False,65.79,63.9,59.72,58.32,-4.3,-3.79,-4.3,True,-1.31,BULL,3.56,64.15,61.94
COST,134,10.17,20.64,0.4925,True,True,True,True,True,False,True,False,False,1048.95,1000.32,953.16,951.96,-0.2,3.98,0.0,False,0.74,BULL,2.17,1003.16,981.86
EG,135,10.17,23.76,0.4283,True,False,True,True,True,False,True,False,False,351.67,336.23,330.04,332.31,-3.0,0.04,-0.1,False,1.06,BULL,1.36,340.14,335.59
XYZ,137,9.9,54.77,0.1808,True,False,False,False,True,True,True,True,False,70.36,65.71,65.15,67.9,-13.3,-6.0,-6.0,True,-1.64,FRESH_BULL,1.79,67.1,65.92
TRV,138,9.38,24.2,0.3879,True,True,True,True,True,False,True,False,False,299.76,299.26,289.14,284.48,-3.6,0.58,-0.6,False,0.49,BULL,1.88,297.95,292.45
DUK,139,9.35,26.79,0.3489,False,True,True,True,False,False,True,False,False,120.95,128.74,123.66,122.91,-9.4,-2.59,-5.2,False,-2.7,BULL,1.17,126.4,124.93
XEL,141,8.86,23.75,0.3731,False,True,True,True,False,False,True,False,False,77.92,80.07,78.29,76.98,-6.5,-1.85,-4.3,False,-2.64,BULL,1.53,79.63,78.43
KO,142,8.61,25.38,0.3391,True,True,True,True,True,False,True,False,False,80.82,77.0,73.45,71.79,-0.2,3.06,0.0,False,0.46,BULL,2.73,77.34,75.28
CMS,143,8.59,25.02,0.3435,False,True,True,True,False,False,True,False,False,71.64,75.83,73.13,72.49,-9.7,-1.34,-4.6,False,-2.21,BULL,1.09,74.61,73.81
NFLX,146,8.4,42.72,0.1966,False,False,False,False,False,False,False,True,False,87.02,94.45,96.46,102.56,-35.0,-0.54,-4.4,False,0.09,BEAR,-2.89,92.23,94.98
WEC,147,8.32,21.7,0.3836,False,True,True,True,False,False,True,False,False,109.16,115.0,111.49,110.61,-8.1,-2.24,-6.3,False,-2.22,BULL,1.16,113.6,112.3
DE,148,7.81,35.9,0.2176,True,True,True,True,False,False,True,False,False,561.83,580.08,530.8,517.27,-14.9,-2.26,-5.0,False,-2.23,BULL,3.43,571.26,552.33
HLT,150,7.47,24.41,0.3059,True,True,True,True,True,False,True,False,False,316.17,313.3,295.93,288.81,-7.8,-0.19,-1.7,False,-0.11,BULL,3.42,314.42,304.01
PSA,151,6.5,26.18,0.2484,True,True,True,True,False,False,True,False,False,292.47,293.36,283.4,282.31,-6.3,-5.97,-6.1,False,-3.48,BULL,1.94,295.13,289.51
PPL,152,6.46,22.07,0.2927,False,True,True,True,False,False,True,False,False,34.88,37.95,36.51,36.3,-12.4,-2.87,-7.7,False,-2.52,BULL,0.95,37.19,36.85
AAPL,153,6.1,25.1,0.2432,True,True,True,False,True,True,True,True,False,300.23,265.97,266.35,258.65,0.0,2.45,0.0,False,0.68,BULL,3.02,273.27,265.27
CARR,154,6.05,32.33,0.1871,True,False,False,True,True,False,True,False,False,64.67,60.48,58.06,59.19,-19.0,-3.23,-4.8,True,-3.09,FRESH_BULL,2.1,61.96,60.69
SWKS,156,5.74,33.55,0.1711,True,False,False,False,True,True,True,True,False,68.53,59.43,62.58,65.13,-15.5,2.62,-5.6,False,2.19,FRESH_BULL,0.01,62.3,62.3
EQT,158,5.7,32.26,0.1766,False,True,True,True,False,False,True,False,False,56.22,60.34,57.34,55.96,-17.0,0.46,-4.6,False,-0.62,BULL,1.11,58.59,57.95
ED,159,5.21,20.95,0.2487,True,True,True,True,False,False,True,False,False,105.36,109.91,103.75,102.14,-8.0,-0.06,-3.1,False,-1.65,BULL,1.8,108.13,106.22
KR,160,5.09,27.9,0.1824,False,False,False,True,False,False,True,False,False,66.02,69.82,66.55,66.86,-12.7,0.58,-2.3,False,-1.15,BULL,0.54,68.08,67.72
CB,161,4.92,18.55,0.2655,True,True,True,True,False,False,True,False,False,324.15,325.91,310.88,302.01,-5.2,1.41,-0.3,False,1.27,BULL,2.22,323.63,316.61
HUBB,162,3.84,21.95,0.1751,True,True,True,True,False,False,True,False,False,479.97,505.54,476.79,464.66,-14.0,-2.56,-7.0,False,-0.43,BULL,2.98,501.01,486.5
DD,165,3.36,22.19,0.1514,True,True,True,True,True,True,True,False,False,49.31,46.52,43.11,40.17,-3.9,-0.9,-3.6,False,-2.55,BULL,5.52,46.83,44.38
D,166,3.35,14.75,0.2269,True,True,True,True,False,False,True,False,False,61.73,62.35,60.76,60.27,-6.2,-0.26,-2.0,False,-1.97,BULL,1.41,62.27,61.4
CDNS,167,3.26,29.02,0.1123,True,False,True,False,True,True,True,True,False,347.24,309.26,312.89,322.81,-7.0,-4.26,-4.7,True,-1.59,FRESH_BULL,1.62,319.0,313.91
IEX,168,3.1,20.56,0.1506,True,True,True,True,True,True,True,False,False,207.69,200.69,189.21,182.35,-4.8,-4.26,-4.8,True,-1.75,BULL,3.73,203.14,195.83
ABNB,169,2.88,19.88,0.1449,True,True,True,True,False,False,True,True,False,132.85,133.96,129.48,128.25,-7.9,-6.11,-6.1,False,-0.61,BULL,1.93,134.35,131.81
TDY,170,2.87,20.98,0.1369,True,True,True,True,False,False,True,False,False,616.58,636.02,587.74,579.9,-10.5,-0.77,-4.3,False,-3.44,BULL,3.09,626.22,607.42
NSC,171,2.66,17.87,0.149,True,True,True,True,True,True,True,False,False,315.95,298.72,293.61,290.23,-1.3,1.26,-0.5,False,-0.53,BULL,2.43,304.14,296.92
ESS,172,2.65,13.82,0.192,True,False,False,False,True,False,True,True,False,267.06,253.19,252.72,253.41,-5.9,1.33,-1.8,False,-0.55,FRESH_BULL,0.52,255.85,254.52
AME,173,2.56,16.81,0.1525,True,True,True,True,True,True,True,False,False,227.9,225.36,213.76,206.54,-5.6,-1.94,-5.6,True,-1.83,BULL,3.47,226.39,218.8
EXC,174,2.47,18.63,0.1324,False,True,True,True,False,False,True,False,False,43.38,47.44,45.91,45.33,-13.7,-1.21,-6.9,False,-2.3,BULL,0.48,46.21,45.99
AFL,175,2.46,12.27,0.2004,True,True,True,True,True,False,True,False,False,116.81,111.84,110.67,109.48,-0.0,3.28,0.0,False,0.36,BULL,1.29,112.54,111.11
INVH,176,2.44,17.79,0.1374,True,False,False,False,True,False,True,True,False,27.93,26.42,26.71,27.28,-15.4,-2.78,-3.6,True,-1.93,FRESH_BULL,0.05,26.97,26.96
MDLZ,177,2.27,15.08,0.1508,True,False,False,True,True,False,True,False,False,60.44,58.18,57.26,58.16,-12.3,-1.8,-2.3,True,-0.87,FRESH_BULL,0.7,58.96,58.55
CME,178,2.23,18.35,0.1216,True,True,True,True,True,False,True,False,False,298.86,296.93,281.87,276.68,-6.3,6.26,0.0,False,0.39,BULL,1.8,292.19,287.03
