ticker,rank,score,annualized_slope,r_squared,m1,m2,m3,m4,m5,m6,m7,m8,all_pass,close,sma50,sma150,sma200,dist_from_52w_high_pct,ret_5d,dist_from_10d_high,pullback,day_chg,mt_state,mt_spread_pct,mt_ema_fast,mt_ema_slow
CLX,406,-22.84,-47.84,0.4773,False,False,False,False,False,False,False,False,False,90.45,100.32,105.71,108.8,-30.6,-1.86,-1.9,False,-0.79,BEAR,-4.81,99.7,104.73
MMM,407,-22.89,-37.12,0.6166,False,True,False,False,False,False,True,False,False,146.22,147.08,157.99,156.78,-15.9,2.04,-0.6,False,0.76,BEAR,-2.37,149.24,152.86
J,408,-23.52,-37.23,0.6319,False,False,False,False,False,False,False,False,False,110.51,126.64,136.99,139.51,-32.5,-6.69,-19.1,False,-2.0,BEAR,-3.87,125.64,130.7
WFC,409,-23.6,-39.93,0.591,False,True,False,False,False,False,True,False,False,73.42,78.87,84.56,83.25,-23.0,-2.93,-8.2,False,-0.5,BEAR,-2.34,79.5,81.41
BAX,410,-23.71,-46.1,0.5142,False,False,False,False,False,False,False,False,False,17.3,17.38,19.07,20.15,-45.0,-3.84,-3.8,False,-2.7,BEAR,-5.69,17.93,19.01
CTAS,411,-25.23,-39.56,0.6377,False,False,False,False,False,False,False,False,False,168.31,176.89,185.47,191.15,-25.6,0.8,-1.0,False,1.42,BEAR,-3.61,177.0,183.63
MTD,412,-25.39,-45.03,0.564,False,True,True,False,False,False,False,False,False,1031.64,1242.64,1350.46,1331.82,-31.5,-8.25,-22.3,False,-0.99,BEAR,-3.64,1233.51,1280.07
MOS,413,-25.55,-46.41,0.5506,False,False,False,False,False,False,False,False,False,21.76,24.93,25.93,27.67,-41.0,-1.94,-7.6,False,-4.06,BEAR,-5.22,24.37,25.72
TYL,414,-25.86,-52.94,0.4884,False,False,False,False,False,False,False,True,False,311.89,336.36,401.67,438.94,-49.0,-3.91,-5.8,False,4.28,BEAR,-9.63,341.42,377.8
ARES,415,-26.41,-62.33,0.4238,False,False,False,False,True,False,False,False,False,123.41,111.88,136.33,145.26,-34.3,-2.25,-4.0,True,-3.98,BEAR,-6.97,119.42,128.38
DASH,416,-27.5,-54.0,0.5092,False,False,False,False,False,False,False,False,False,159.2,164.76,197.98,213.02,-43.5,-2.89,-7.7,False,3.58,BEAR,-7.2,170.53,183.76
UAL,417,-27.53,-49.02,0.5617,False,True,True,False,False,False,True,False,False,92.85,93.35,101.4,101.0,-21.0,-6.76,-7.2,False,-3.3,BEAR,-1.77,96.59,98.33
COF,418,-27.62,-48.5,0.5695,False,False,False,False,False,False,False,False,False,187.17,188.57,210.47,212.13,-27.2,-1.22,-3.2,False,0.74,BEAR,-3.54,193.93,201.03
VLTO,419,-27.74,-37.07,0.7483,False,False,False,False,False,False,True,False,False,84.83,88.82,95.61,98.27,-22.4,-2.31,-4.4,False,-0.52,BEAR,-3.65,89.32,92.7
VRSK,420,-28.03,-50.04,0.5601,False,False,False,False,False,False,False,False,False,162.55,183.55,204.22,217.73,-49.0,-5.42,-9.9,False,3.64,BEAR,-7.87,182.13,197.68
AJG,421,-28.12,-45.52,0.6178,False,False,False,False,False,False,False,False,False,199.95,212.4,237.1,251.94,-42.1,0.54,-3.4,False,1.15,BEAR,-6.7,214.25,229.64
HRL,422,-28.4,-41.83,0.6789,False,False,False,False,False,False,False,False,False,19.74,21.54,22.63,23.3,-34.3,-3.42,-5.7,False,-1.3,BEAR,-4.22,21.58,22.53
SYK,423,-28.67,-44.69,0.6417,False,False,False,False,False,False,True,False,False,306.76,327.07,351.39,358.02,-23.4,7.46,0.0,False,0.41,BEAR,-4.47,325.42,340.63
AVY,424,-28.77,-41.18,0.6987,False,True,False,False,False,False,True,False,False,156.21,167.72,175.6,173.14,-20.5,-4.46,-6.3,False,-1.82,BEAR,-2.31,168.83,172.83
TAP,425,-28.88,-43.66,0.6614,False,False,False,False,False,False,False,False,False,40.84,43.07,45.58,46.04,-25.4,-3.7,-5.3,False,0.07,BEAR,-3.2,43.74,45.18
GDDY,426,-29.3,-51.22,0.572,False,False,False,False,True,False,False,False,False,87.18,84.77,105.67,115.34,-54.2,-4.22,-4.2,True,2.6,BEAR,-10.54,88.83,99.3
LOW,427,-29.43,-44.88,0.6557,False,False,True,False,False,False,True,False,False,218.42,236.71,246.18,247.25,-23.6,-4.7,-6.4,False,-2.32,BEAR,-1.97,238.4,243.18
ROL,428,-29.6,-41.64,0.7108,False,True,False,False,False,False,True,False,False,53.42,54.4,57.87,57.58,-18.0,-0.42,-1.4,False,0.0,BEAR,-2.09,55.3,56.48
AOS,429,-30.47,-50.09,0.6083,False,False,False,False,False,False,False,False,False,56.01,63.78,67.6,68.45,-30.0,-4.42,-8.3,False,-3.38,BEAR,-3.9,63.62,66.2
ADP,430,-30.73,-49.17,0.6251,False,False,False,False,True,False,False,False,False,214.48,206.08,234.94,249.31,-32.7,0.69,0.0,False,2.93,BEAR,-6.12,211.99,225.8
TDG,431,-31.83,-44.79,0.7105,False,False,False,False,False,False,True,False,False,1148.97,1199.96,1287.95,1293.74,-24.2,-5.44,-7.5,False,-2.53,BEAR,-3.26,1209.7,1250.42
CAG,432,-31.96,-56.13,0.5695,False,False,False,False,False,False,False,False,False,13.43,14.84,16.39,16.73,-36.8,-4.95,-6.5,False,-1.76,BEAR,-6.23,14.98,15.97
COR,433,-32.6,-52.42,0.6219,False,True,False,False,False,False,False,False,False,257.71,313.19,336.86,326.44,-31.1,-1.29,-15.8,False,-1.3,FRESH_BEAR,-3.89,308.33,320.8
A,434,-33.06,-48.47,0.6821,False,True,False,False,False,False,False,False,False,111.7,114.85,130.79,129.0,-28.7,-3.39,-5.9,False,-1.38,BEAR,-3.97,117.27,122.12
WTW,435,-33.15,-46.45,0.7137,False,False,False,False,False,False,False,False,False,248.38,281.11,306.16,312.41,-28.6,-3.11,-4.5,False,0.3,BEAR,-4.97,278.93,293.51
INTU,436,-33.39,-64.14,0.5206,False,False,False,False,False,False,False,False,False,393.0,411.3,526.7,566.86,-51.0,-0.84,-3.4,False,3.89,BEAR,-11.98,419.24,476.29
DXCM,437,-33.64,-45.39,0.7413,False,False,False,False,False,False,False,False,False,61.63,63.23,65.94,68.16,-31.2,1.68,0.0,False,6.59,BEAR,-3.33,63.71,65.91
HD,438,-33.65,-45.33,0.7423,False,False,False,False,False,False,False,False,False,297.51,330.65,353.9,364.51,-28.8,-6.28,-7.9,False,-2.25,BEAR,-3.9,332.04,345.5
GEN,439,-33.7,-56.32,0.5984,False,False,False,False,True,True,False,False,False,23.45,20.15,23.76,25.12,-26.1,3.4,0.0,False,1.16,BEAR,-6.01,21.33,22.69
IQV,440,-33.95,-63.1,0.538,False,True,False,False,False,False,False,False,False,169.12,169.45,199.0,196.39,-30.8,-5.37,-5.4,False,-0.91,BEAR,-5.03,173.9,183.11
PTC,441,-33.96,-45.31,0.7495,False,False,False,False,False,False,False,False,False,141.91,143.8,163.89,174.92,-34.5,-3.23,-3.9,False,1.47,BEAR,-6.23,145.56,155.24
DPZ,442,-34.16,-47.89,0.7134,False,False,False,False,False,False,False,False,False,302.29,359.65,391.24,403.08,-38.2,-6.55,-9.1,False,-0.57,BEAR,-5.87,355.87,378.08
OTIS,443,-34.7,-46.5,0.7463,False,False,False,False,False,False,False,False,False,71.01,78.96,85.76,86.2,-28.7,-5.09,-8.3,False,-2.81,BEAR,-4.49,79.14,82.87
EFX,444,-34.79,-49.64,0.7009,False,False,False,False,False,False,False,False,False,158.37,179.62,200.39,211.84,-43.0,-9.93,-9.9,False,0.41,BEAR,-6.82,180.92,194.16
UHS,445,-35.02,-53.32,0.6567,False,True,False,False,False,False,False,False,False,168.64,179.72,205.46,200.6,-30.8,-0.78,-1.4,False,-1.19,BEAR,-5.01,182.07,191.69
ISRG,446,-35.06,-45.13,0.7769,False,True,False,False,False,False,False,False,False,421.12,462.86,509.26,496.92,-29.0,-6.43,-7.1,False,-1.62,BEAR,-3.93,465.22,484.23
ADBE,447,-35.17,-52.3,0.6725,False,False,False,False,True,False,False,False,False,247.6,247.53,293.59,308.17,-41.1,-2.15,-3.5,True,4.47,BEAR,-8.05,254.41,276.68
CRM,448,-35.94,-55.77,0.6445,False,False,False,False,False,False,False,False,False,173.51,183.6,216.68,223.43,-40.0,-4.57,-7.2,False,3.54,BEAR,-7.93,186.32,202.36
CMG,449,-36.11,-48.77,0.7405,False,False,False,False,False,False,False,False,False,32.65,33.45,35.74,37.12,-43.9,0.49,-1.9,False,1.75,BEAR,-4.76,34.04,35.74
XYL,450,-36.58,-46.46,0.7875,False,False,False,False,False,False,False,False,False,108.12,120.05,132.93,135.21,-28.9,-4.93,-8.8,False,-1.21,BEAR,-4.64,120.21,126.06
POOL,451,-38.38,-59.84,0.6414,False,False,False,False,False,False,False,False,False,175.35,206.84,235.66,254.57,-46.9,-6.61,-13.7,False,0.06,BEAR,-7.7,209.91,227.42
TECH,452,-39.14,-59.57,0.657,False,True,False,False,False,False,False,False,False,43.3,53.0,58.85,57.7,-39.3,-10.46,-23.6,False,-3.22,BEAR,-4.53,53.07,55.58
TMO,453,-40.08,-56.01,0.7155,False,True,True,False,False,False,False,False,False,438.34,484.2,539.9,526.34,-31.4,-5.73,-7.6,False,-2.2,BEAR,-3.87,486.04,505.58
IT,454,-40.22,-70.15,0.5733,False,False,False,False,False,False,False,False,False,146.23,154.39,198.1,211.69,-67.5,-7.83,-7.8,False,3.97,BEAR,-14.08,159.98,186.2
ARE,455,-40.27,-54.19,0.743,False,False,False,False,False,False,False,False,False,44.97,45.99,51.46,57.92,-46.2,-2.79,-4.9,False,-2.6,BEAR,-7.88,46.74,50.74
ALLE,456,-40.41,-51.95,0.7778,False,False,False,False,False,False,False,False,False,125.65,141.79,157.06,160.6,-29.8,-6.49,-8.2,False,-4.19,BEAR,-4.76,142.77,149.9
JKHY,457,-41.12,-51.06,0.8053,False,True,False,False,False,False,False,False,False,136.87,155.45,165.44,163.32,-28.7,-6.15,-10.3,False,2.12,BEAR,-3.92,153.86,160.14
CPRT,458,-41.22,-52.01,0.7926,False,False,False,False,False,False,False,False,False,32.3,33.53,37.98,40.18,-49.4,-4.83,-4.8,False,-1.07,BEAR,-6.8,34.24,36.74
GPC,459,-41.33,-62.47,0.6615,False,False,False,False,False,False,False,False,False,92.87,105.74,120.77,124.18,-37.2,-11.32,-12.0,False,-4.44,BEAR,-5.95,108.22,115.07
FIS,460,-41.63,-59.37,0.7011,False,False,False,False,False,False,False,False,False,41.8,47.07,56.18,59.06,-48.2,-3.89,-11.6,False,-0.02,BEAR,-9.73,47.21,52.3
NCLH,461,-41.75,-60.85,0.686,False,False,False,False,False,False,False,False,False,15.52,18.91,20.72,21.75,-42.4,-9.13,-12.6,False,-2.57,BEAR,-5.75,18.96,20.12
STE,462,-42.21,-50.4,0.8375,False,False,False,False,False,False,True,False,False,212.11,219.02,241.52,241.85,-20.8,2.25,-1.8,False,-1.79,BEAR,-3.86,222.74,231.67
NVR,463,-42.28,-55.18,0.7663,False,False,False,False,False,False,False,False,False,5563.62,6465.18,7150.33,7382.78,-34.9,-6.87,-8.8,False,-2.06,BEAR,-5.61,6491.76,6877.71
AXON,464,-42.37,-72.38,0.5853,False,False,False,False,False,False,False,False,False,391.88,428.48,526.45,583.97,-55.0,-2.89,-8.2,False,0.95,BEAR,-11.49,430.78,486.71
RMD,465,-42.72,-52.1,0.82,False,False,False,False,False,False,False,False,False,201.88,222.56,243.4,251.83,-30.9,-2.36,-3.7,False,-0.29,BEAR,-5.06,222.62,234.47
BRO,466,-44.2,-55.88,0.7909,False,False,False,False,False,False,False,False,False,56.28,64.3,73.58,78.54,-49.9,-0.01,-2.8,False,0.9,BEAR,-9.23,63.96,70.46
IBM,467,-44.39,-57.93,0.7662,False,True,False,False,False,False,False,False,False,219.3,238.02,271.47,266.82,-29.5,-4.55,-4.6,False,0.43,BEAR,-5.19,240.46,253.61
IP,468,-44.46,-64.02,0.6945,False,False,False,False,False,False,False,False,False,30.26,34.94,39.2,40.9,-43.9,-8.39,-9.7,False,-4.24,BEAR,-7.21,35.21,37.94
ERIE,469,-44.76,-54.58,0.8202,False,False,False,False,False,False,False,False,False,213.05,238.01,269.84,285.89,-41.9,-1.32,-3.7,False,-0.12,BEAR,-8.02,238.16,258.92
ULTA,470,-44.78,-62.78,0.7133,False,True,True,False,False,False,False,False,False,494.28,541.29,580.86,567.6,-30.1,-5.23,-7.6,False,-0.8,BEAR,-2.47,549.64,563.54
GEHC,471,-46.43,-58.62,0.792,False,True,False,False,False,False,False,False,False,60.76,69.06,76.19,75.67,-31.0,-4.27,-4.3,False,-3.05,BEAR,-5.01,69.17,72.82
IDXX,472,-47.22,-54.08,0.8731,False,True,True,False,False,False,False,False,False,528.79,570.92,642.69,641.42,-31.0,-5.59,-8.7,False,-0.76,BEAR,-4.0,579.06,603.16
VEEV,473,-47.91,-62.57,0.7658,False,False,False,False,False,False,False,False,False,158.86,170.86,214.11,231.34,-48.1,-4.5,-7.2,False,1.67,BEAR,-10.42,173.68,193.89
PNR,474,-48.27,-59.07,0.8172,False,False,False,False,False,False,False,False,False,72.68,85.59,97.8,100.17,-34.9,-5.39,-9.0,False,-2.94,BEAR,-6.61,86.0,92.09
MDT,475,-48.38,-55.42,0.8729,False,True,False,False,False,False,False,False,False,76.15,84.12,92.59,92.3,-26.6,0.0,-2.7,False,-1.07,BEAR,-4.43,84.47,88.38
CPB,476,-48.51,-64.83,0.7483,False,False,False,False,False,False,False,False,False,20.01,21.13,25.69,27.05,-40.6,-3.98,-5.8,False,-0.55,BEAR,-9.24,21.97,24.2
DG,477,-49.21,-63.83,0.7709,False,True,True,False,False,False,False,False,False,102.38,121.09,125.22,120.41,-34.2,-9.63,-12.5,False,-2.54,FRESH_BEAR,-2.1,120.66,123.25
NOW,478,-49.4,-68.19,0.7244,False,False,False,False,False,False,False,False,False,95.07,99.74,132.4,144.8,-54.5,4.27,0.0,False,5.05,BEAR,-14.35,100.77,117.65
ABT,479,-50.03,-60.6,0.8256,False,False,False,False,False,False,False,False,False,84.47,97.93,113.03,117.33,-37.6,0.18,-3.5,False,-0.51,BEAR,-8.33,96.89,105.7
LEN,480,-50.25,-65.09,0.772,False,False,False,False,False,False,False,False,False,82.3,90.4,107.85,112.65,-41.4,-6.88,-9.1,False,-3.46,BEAR,-7.75,93.12,100.95
GIS,481,-51.02,-63.79,0.7998,False,False,False,False,False,False,False,False,False,32.99,36.11,42.21,43.57,-36.8,-4.87,-7.6,False,-0.42,BEAR,-8.0,36.91,40.12
MKC,482,-51.67,-68.41,0.7554,False,False,False,False,False,False,False,False,False,46.35,52.15,61.18,62.65,-38.5,-4.08,-4.4,False,-0.34,BEAR,-7.99,53.43,58.07
TTD,483,-53.43,-76.03,0.7028,False,False,False,False,False,False,False,False,False,21.15,23.27,32.99,38.52,-76.4,-8.36,-14.1,False,3.63,BEAR,-19.0,24.38,30.1
EL,484,-53.64,-77.34,0.6936,False,True,False,False,True,False,False,False,False,80.28,79.19,94.98,93.41,-32.7,-6.87,-7.4,True,-0.68,BEAR,-5.31,83.84,88.54
COO,485,-54.05,-63.21,0.855,False,True,False,False,False,False,False,False,False,59.61,67.81,74.86,73.53,-29.3,-0.65,-3.1,False,-1.28,BEAR,-5.5,67.85,71.79
DHR,486,-55.91,-61.68,0.9064,False,True,False,False,False,False,False,False,False,161.91,185.26,209.1,206.67,-33.0,-5.4,-7.8,False,-1.6,BEAR,-5.61,184.99,195.98
BR,487,-55.98,-65.16,0.859,False,False,False,False,False,False,False,False,False,145.62,162.26,195.73,208.58,-44.7,-2.6,-5.3,False,1.57,BEAR,-9.84,163.43,181.27
LULU,488,-57.86,-69.91,0.8277,False,False,False,False,False,False,False,False,False,119.14,151.16,173.21,176.1,-64.5,-9.18,-10.8,False,-1.59,BEAR,-9.79,150.09,166.38
TSCO,489,-58.63,-77.57,0.7558,False,False,False,False,False,False,False,False,False,30.57,41.44,49.1,51.44,-50.8,-0.26,-6.5,False,0.26,BEAR,-11.04,40.36,45.37
DLTR,490,-59.48,-67.68,0.8788,False,True,False,False,False,False,False,False,False,89.58,103.03,112.44,110.21,-36.6,-4.94,-7.4,False,-0.43,BEAR,-4.2,103.58,108.12
LDOS,491,-60.33,-67.18,0.8981,False,False,False,False,False,False,False,False,False,123.69,153.45,175.51,176.85,-37.7,-4.93,-16.9,False,-1.48,BEAR,-6.95,151.84,163.18
WDAY,492,-60.86,-76.86,0.7918,False,False,False,False,False,False,False,False,False,125.01,127.25,176.78,190.11,-54.5,-2.21,-4.5,False,5.27,BEAR,-14.22,133.97,156.17
FICO,493,-61.43,-76.32,0.8049,False,False,False,False,True,False,False,False,False,1098.59,1086.25,1434.68,1450.14,-50.2,-2.43,-2.6,True,2.01,BEAR,-11.29,1146.66,1292.58
APTV,494,-65.38,-73.02,0.8953,False,False,False,False,False,False,False,False,False,54.34,62.93,74.11,75.35,-38.7,-6.21,-8.7,False,-5.59,BEAR,-7.53,63.36,68.52
ACN,495,-66.04,-75.95,0.8696,False,False,False,False,False,False,False,False,False,168.82,188.59,229.1,233.28,-47.1,-6.43,-6.4,False,2.95,BEAR,-9.63,193.34,213.94
BLDR,496,-66.93,-79.8,0.8387,False,False,False,False,False,False,False,False,False,70.41,83.6,102.91,110.51,-52.8,-9.03,-12.0,False,-4.31,BEAR,-10.86,85.76,96.21
NKE,497,-68.75,-77.24,0.8901,False,False,False,False,False,False,False,False,False,41.88,47.6,58.19,61.84,-46.2,-5.12,-5.7,False,-0.33,BEAR,-10.37,48.38,53.98
CTSH,498,-69.76,-78.1,0.8932,False,True,False,False,False,False,False,False,False,47.13,57.84,69.46,69.34,-45.4,-8.8,-9.3,False,2.35,BEAR,-9.28,58.28,64.24
BSX,499,-74.83,-80.32,0.9317,False,False,False,False,False,False,False,False,False,52.68,62.95,82.54,87.45,-51.3,-2.32,-7.3,False,-1.62,BEAR,-13.3,64.05,73.88
PODD,500,-75.29,-81.55,0.9232,False,False,False,False,False,False,False,False,False,147.46,197.95,259.9,275.46,-58.2,-4.35,-14.0,False,-0.82,BEAR,-14.07,196.48,228.66
CSGP,501,-78.98,-85.74,0.9211,False,False,False,False,False,False,False,False,False,32.68,38.97,55.38,63.55,-66.3,-0.27,-7.6,False,2.61,BEAR,-18.28,39.95,48.89
EPAM,502,-79.39,-89.36,0.8884,False,True,False,False,False,False,False,False,False,93.02,124.66,163.56,162.48,-58.0,-6.26,-15.9,False,3.71,BEAR,-13.26,126.39,145.71
