ticker,rank,score,annualized_slope,r_squared,m1,m2,m3,m4,m5,m6,m7,m8,all_pass,close,sma50,sma150,sma200,dist_from_52w_high_pct,ret_5d,dist_from_10d_high,pullback
IQV,440,-33.95,-63.1,0.538,False,True,False,False,False,False,False,False,False,169.12,169.45,199.0,196.39,-30.8,-5.37,-5.4,False
PTC,441,-33.96,-45.31,0.7495,False,False,False,False,False,False,False,False,False,141.91,143.8,163.89,174.92,-34.5,-3.23,-3.9,False
DPZ,442,-34.16,-47.89,0.7134,False,False,False,False,False,False,False,False,False,302.29,359.65,391.24,403.08,-38.2,-6.55,-9.1,False
OTIS,443,-34.7,-46.5,0.7463,False,False,False,False,False,False,False,False,False,71.01,78.96,85.76,86.2,-28.7,-5.09,-8.3,False
EFX,444,-34.79,-49.64,0.7009,False,False,False,False,False,False,False,False,False,158.37,179.62,200.39,211.84,-43.0,-9.93,-9.9,False
UHS,445,-35.02,-53.32,0.6567,False,True,False,False,False,False,False,False,False,168.64,179.72,205.46,200.6,-30.8,-0.78,-1.4,False
ISRG,446,-35.06,-45.13,0.7769,False,True,False,False,False,False,False,False,False,421.12,462.86,509.26,496.92,-29.0,-6.43,-7.1,False
ADBE,447,-35.17,-52.3,0.6725,False,False,False,False,True,False,False,False,False,247.6,247.53,293.59,308.17,-41.1,-2.15,-3.5,True
CRM,448,-35.94,-55.77,0.6445,False,False,False,False,False,False,False,False,False,173.51,183.6,216.68,223.43,-40.0,-4.57,-7.2,False
CMG,449,-36.11,-48.77,0.7405,False,False,False,False,False,False,False,False,False,32.65,33.45,35.74,37.12,-43.9,0.49,-1.9,False
XYL,450,-36.58,-46.46,0.7875,False,False,False,False,False,False,False,False,False,108.12,120.05,132.93,135.21,-28.9,-4.93,-8.8,False
POOL,451,-38.38,-59.84,0.6414,False,False,False,False,False,False,False,False,False,175.35,206.84,235.66,254.57,-46.9,-6.61,-13.7,False
TECH,452,-39.14,-59.57,0.657,False,True,False,False,False,False,False,False,False,43.3,53.0,58.85,57.7,-39.3,-10.46,-23.6,False
TMO,453,-40.08,-56.01,0.7155,False,True,True,False,False,False,False,False,False,438.34,484.2,539.9,526.34,-31.4,-5.73,-7.6,False
IT,454,-40.22,-70.15,0.5733,False,False,False,False,False,False,False,False,False,146.23,154.39,198.1,211.69,-67.5,-7.83,-7.8,False
ARE,455,-40.27,-54.19,0.743,False,False,False,False,False,False,False,False,False,44.97,45.99,51.46,57.92,-46.2,-2.79,-4.9,False
ALLE,456,-40.41,-51.95,0.7778,False,False,False,False,False,False,False,False,False,125.65,141.79,157.06,160.6,-29.8,-6.49,-8.2,False
JKHY,457,-41.12,-51.06,0.8053,False,True,False,False,False,False,False,False,False,136.87,155.45,165.44,163.32,-28.7,-6.15,-10.3,False
CPRT,458,-41.22,-52.01,0.7926,False,False,False,False,False,False,False,False,False,32.3,33.53,37.98,40.18,-49.4,-4.83,-4.8,False
GPC,459,-41.33,-62.47,0.6615,False,False,False,False,False,False,False,False,False,92.87,105.74,120.77,124.18,-37.2,-11.32,-12.0,False
FIS,460,-41.63,-59.37,0.7011,False,False,False,False,False,False,False,False,False,41.8,47.07,56.18,59.06,-48.2,-3.89,-11.6,False
NCLH,461,-41.75,-60.85,0.686,False,False,False,False,False,False,False,False,False,15.52,18.91,20.72,21.75,-42.4,-9.13,-12.6,False
STE,462,-42.21,-50.4,0.8375,False,False,False,False,False,False,True,False,False,212.11,219.02,241.52,241.85,-20.8,2.25,-1.8,False
NVR,463,-42.28,-55.18,0.7663,False,False,False,False,False,False,False,False,False,5563.62,6465.18,7150.33,7382.78,-34.9,-6.87,-8.8,False
AXON,464,-42.37,-72.38,0.5853,False,False,False,False,False,False,False,False,False,391.88,428.48,526.45,583.97,-55.0,-2.89,-8.2,False
RMD,465,-42.72,-52.1,0.82,False,False,False,False,False,False,False,False,False,201.88,222.56,243.4,251.83,-30.9,-2.36,-3.7,False
BRO,466,-44.2,-55.88,0.7909,False,False,False,False,False,False,False,False,False,56.28,64.3,73.58,78.54,-49.9,-0.01,-2.8,False
IBM,467,-44.39,-57.93,0.7662,False,True,False,False,False,False,False,False,False,219.3,238.02,271.47,266.82,-29.5,-4.55,-4.6,False
IP,468,-44.46,-64.02,0.6945,False,False,False,False,False,False,False,False,False,30.26,34.94,39.2,40.9,-43.9,-8.39,-9.7,False
ERIE,469,-44.76,-54.58,0.8202,False,False,False,False,False,False,False,False,False,213.05,238.01,269.84,285.89,-41.9,-1.32,-3.7,False
ULTA,470,-44.78,-62.78,0.7133,False,True,True,False,False,False,False,False,False,494.28,541.29,580.86,567.6,-30.1,-5.23,-7.6,False
GEHC,471,-46.43,-58.62,0.792,False,True,False,False,False,False,False,False,False,60.76,69.06,76.19,75.67,-31.0,-4.27,-4.3,False
IDXX,472,-47.22,-54.08,0.8731,False,True,True,False,False,False,False,False,False,528.79,570.92,642.69,641.42,-31.0,-5.59,-8.7,False
VEEV,473,-47.91,-62.57,0.7658,False,False,False,False,False,False,False,False,False,158.86,170.86,214.11,231.34,-48.1,-4.5,-7.2,False
PNR,474,-48.27,-59.07,0.8172,False,False,False,False,False,False,False,False,False,72.68,85.59,97.8,100.17,-34.9,-5.39,-9.0,False
MDT,475,-48.38,-55.42,0.8729,False,True,False,False,False,False,False,False,False,76.15,84.12,92.59,92.3,-26.6,0.0,-2.7,False
CPB,476,-48.51,-64.83,0.7483,False,False,False,False,False,False,False,False,False,20.01,21.13,25.69,27.05,-40.6,-3.98,-5.8,False
DG,477,-49.21,-63.83,0.7709,False,True,True,False,False,False,False,False,False,102.38,121.09,125.22,120.41,-34.2,-9.63,-12.5,False
NOW,478,-49.4,-68.19,0.7244,False,False,False,False,False,False,False,False,False,95.07,99.74,132.4,144.8,-54.5,4.27,0.0,False
ABT,479,-50.03,-60.6,0.8256,False,False,False,False,False,False,False,False,False,84.47,97.93,113.03,117.33,-37.6,0.18,-3.5,False
LEN,480,-50.25,-65.09,0.772,False,False,False,False,False,False,False,False,False,82.3,90.4,107.85,112.65,-41.4,-6.88,-9.1,False
GIS,481,-51.02,-63.79,0.7998,False,False,False,False,False,False,False,False,False,32.99,36.11,42.21,43.57,-36.8,-4.87,-7.6,False
MKC,482,-51.67,-68.41,0.7554,False,False,False,False,False,False,False,False,False,46.35,52.15,61.18,62.65,-38.5,-4.08,-4.4,False
TTD,483,-53.43,-76.03,0.7028,False,False,False,False,False,False,False,False,False,21.15,23.27,32.99,38.52,-76.4,-8.36,-14.1,False
EL,484,-53.64,-77.34,0.6936,False,True,False,False,True,False,False,False,False,80.28,79.19,94.98,93.41,-32.7,-6.87,-7.4,True
COO,485,-54.05,-63.21,0.855,False,True,False,False,False,False,False,False,False,59.61,67.81,74.86,73.53,-29.3,-0.65,-3.1,False
DHR,486,-55.91,-61.68,0.9064,False,True,False,False,False,False,False,False,False,161.91,185.26,209.1,206.67,-33.0,-5.4,-7.8,False
BR,487,-55.98,-65.16,0.859,False,False,False,False,False,False,False,False,False,145.62,162.26,195.73,208.58,-44.7,-2.6,-5.3,False
LULU,488,-57.86,-69.91,0.8277,False,False,False,False,False,False,False,False,False,119.14,151.16,173.21,176.1,-64.5,-9.18,-10.8,False
TSCO,489,-58.63,-77.57,0.7558,False,False,False,False,False,False,False,False,False,30.57,41.44,49.1,51.44,-50.8,-0.26,-6.5,False
DLTR,490,-59.48,-67.68,0.8788,False,True,False,False,False,False,False,False,False,89.58,103.03,112.44,110.21,-36.6,-4.94,-7.4,False
LDOS,491,-60.33,-67.18,0.8981,False,False,False,False,False,False,False,False,False,123.69,153.45,175.51,176.85,-37.7,-4.93,-16.9,False
WDAY,492,-60.86,-76.86,0.7918,False,False,False,False,False,False,False,False,False,125.01,127.25,176.78,190.11,-54.5,-2.21,-4.5,False
FICO,493,-61.43,-76.32,0.8049,False,False,False,False,True,False,False,False,False,1098.59,1086.25,1434.68,1450.14,-50.2,-2.43,-2.6,True
APTV,494,-65.38,-73.02,0.8953,False,False,False,False,False,False,False,False,False,54.34,62.93,74.11,75.35,-38.7,-6.21,-8.7,False
ACN,495,-66.04,-75.95,0.8696,False,False,False,False,False,False,False,False,False,168.82,188.59,229.1,233.28,-47.1,-6.43,-6.4,False
BLDR,496,-66.93,-79.8,0.8387,False,False,False,False,False,False,False,False,False,70.41,83.6,102.91,110.51,-52.8,-9.03,-12.0,False
NKE,497,-68.75,-77.24,0.8901,False,False,False,False,False,False,False,False,False,41.88,47.6,58.19,61.84,-46.2,-5.12,-5.7,False
CTSH,498,-69.76,-78.1,0.8932,False,True,False,False,False,False,False,False,False,47.13,57.84,69.46,69.34,-45.4,-8.8,-9.3,False
BSX,499,-74.83,-80.32,0.9317,False,False,False,False,False,False,False,False,False,52.68,62.95,82.54,87.45,-51.3,-2.32,-7.3,False
PODD,500,-75.29,-81.55,0.9232,False,False,False,False,False,False,False,False,False,147.46,197.95,259.9,275.46,-58.2,-4.35,-14.0,False
CSGP,501,-78.98,-85.74,0.9211,False,False,False,False,False,False,False,False,False,32.68,38.97,55.38,63.55,-66.3,-0.27,-7.6,False
EPAM,502,-79.39,-89.36,0.8884,False,True,False,False,False,False,False,False,False,93.02,124.66,163.56,162.48,-58.0,-6.26,-15.9,False
